daxing_stationId,daxing_utc_time,daxing_PM2.5,daxing_PM10,daxing_NO2,daxing_CO,daxing_O3,daxing_SO2,daxing_temperature,daxing_pressure,daxing_humidity,daxing_wind_direction,daxing_wind_speed,fangshan_stationId,fangshan_utc_time,fangshan_PM2.5,fangshan_PM10,fangshan_NO2,fangshan_CO,fangshan_O3,fangshan_SO2,fangshan_temperature,fangshan_pressure,fangshan_humidity,fangshan_wind_direction,fangshan_wind_speed,huairou_stationId,huairou_utc_time,huairou_PM2.5,huairou_PM10,huairou_NO2,huairou_CO,huairou_O3,huairou_SO2,huairou_temperature,huairou_pressure,huairou_humidity,huairou_wind_direction,huairou_wind_speed,mentougou_stationId,mentougou_utc_time,mentougou_PM2.5,mentougou_PM10,mentougou_NO2,mentougou_CO,mentougou_O3,mentougou_SO2,mentougou_temperature,mentougou_pressure,mentougou_humidity,mentougou_wind_direction,mentougou_wind_speed,miyun_stationId,miyun_utc_time,miyun_PM2.5,miyun_PM10,miyun_NO2,miyun_CO,miyun_O3,miyun_SO2,miyun_temperature,miyun_pressure,miyun_humidity,miyun_wind_direction,miyun_wind_speed,pingchang_stationId,pingchang_utc_time,pingchang_PM2.5,pingchang_PM10,pingchang_NO2,pingchang_CO,pingchang_O3,pingchang_SO2,pingchang_temperature,pingchang_pressure,pingchang_humidity,pingchang_wind_direction,pingchang_wind_speed,pinggu_stationId,pinggu_utc_time,pinggu_PM2.5,pinggu_PM10,pinggu_NO2,pinggu_CO,pinggu_O3,pinggu_SO2,pinggu_temperature,pinggu_pressure,pinggu_humidity,pinggu_wind_direction,pinggu_wind_speed,shunyi_stationId,shunyi_utc_time,shunyi_PM2.5,shunyi_PM10,shunyi_NO2,shunyi_CO,shunyi_O3,shunyi_SO2,shunyi_temperature,shunyi_pressure,shunyi_humidity,shunyi_wind_direction,shunyi_wind_speed,tongzhou_stationId,tongzhou_utc_time,tongzhou_PM2.5,tongzhou_PM10,tongzhou_NO2,tongzhou_CO,tongzhou_O3,tongzhou_SO2,tongzhou_temperature,tongzhou_pressure,tongzhou_humidity,tongzhou_wind_direction,tongzhou_wind_speed
daxing,2017-06-14 13:00:00,,,,,,,30.1,1003.6,25.0,237.0,1.9,fangshan,2017-06-14 13:00:00,22.0,131.0,36.0,0.4,145.0,2.0,29.5,1002.5,25.0,227.0,3.3,huairou,2017-06-14 13:00:00,18.0,75.0,20.0,0.5,121.0,2.0,28.4,998.8,30.0,299.0,1.5,mentougou,2017-06-14 13:00:00,28.0,111.0,82.0,0.3,81.0,2.0,28.7,998.2,26.0,215.0,3.0,miyun,2017-06-14 13:00:00,27.0,117.0,76.0,0.4,87.0,2.0,26.7,999.4,32.0,999017.0,0.2,pingchang,2017-06-14 13:00:00,23.0,78.0,69.0,0.8,56.0,2.0,28.8,998.8,27.0,50.0,1.0,pinggu,2017-06-14 13:00:00,32.0,89.0,43.0,0.4,132.0,2.0,26.6,1004.2,34.0,24.0,0.8,shunyi,2017-06-14 13:00:00,,,,,,,31.7,1004.1,21.0,225.0,2.5,tongzhou,2017-06-14 13:00:00,39.0,121.0,76.0,0.5,103.0,2.0,28.2,1005.4,33.0,207.0,1.0
daxing,2017-06-14 14:00:00,,,,,,,28.4,1003.8,28.0,256.0,2.4,fangshan,2017-06-14 14:00:00,31.0,165.0,36.0,0.4,144.0,6.0,29.1,1002.5,25.0,232.0,3.9,huairou,2017-06-14 14:00:00,27.0,92.0,24.0,0.6,107.0,2.0,25.8,998.9,34.0,325.0,0.6,mentougou,2017-06-14 14:00:00,32.0,115.0,102.0,0.4,22.0,2.0,27.1,998.2,29.0,207.0,3.7,miyun,2017-06-14 14:00:00,31.0,130.0,84.0,0.5,66.0,2.0,24.1,999.5,43.0,999017.0,0.2,pingchang,2017-06-14 14:00:00,28.0,56.0,43.0,0.7,71.0,2.0,27.3,999.0,29.0,316.0,1.2,pinggu,2017-06-14 14:00:00,32.0,89.0,42.0,0.4,117.0,3.0,25.1,1004.4,40.0,42.0,1.0,shunyi,2017-06-14 14:00:00,,,,,,,30.5,1004.2,23.0,248.0,1.6,tongzhou,2017-06-14 14:00:00,47.0,141.0,75.0,0.6,89.0,3.0,27.9,1005.6,32.0,214.0,1.7
daxing,2017-06-14 15:00:00,,,,,,,27.2,1003.2,31.0,260.0,1.9,fangshan,2017-06-14 15:00:00,39.0,133.0,42.0,0.5,123.0,4.0,28.0,1002.1,26.0,231.0,3.8,huairou,2017-06-14 15:00:00,27.0,46.0,19.0,0.6,93.0,2.0,24.0,998.7,45.0,291.0,0.8,mentougou,2017-06-14 15:00:00,36.0,99.0,101.0,0.4,10.0,2.0,25.8,997.9,32.0,209.0,1.5,miyun,2017-06-14 15:00:00,36.0,104.0,123.0,0.6,18.0,5.0,22.5,999.3,47.0,76.0,0.7,pingchang,2017-06-14 15:00:00,19.0,36.0,29.0,0.6,81.0,2.0,26.5,998.7,29.0,14.0,1.2,pinggu,2017-06-14 15:00:00,,,,,,,23.2,1004.2,45.0,54.0,0.7,shunyi,2017-06-14 15:00:00,29.0,88.0,80.0,0.7,70.0,5.0,29.1,1004.0,27.0,204.0,1.3,tongzhou,2017-06-14 15:00:00,46.0,109.0,81.0,0.6,80.0,3.0,27.4,1005.2,31.0,198.0,1.6
daxing,2017-06-14 16:00:00,,,,,,,26.4,1003.1,32.0,254.0,1.9,fangshan,2017-06-14 16:00:00,38.0,153.0,50.0,0.5,109.0,6.0,27.1,1001.9,28.0,249.0,2.7,huairou,2017-06-14 16:00:00,16.0,32.0,4.0,0.4,97.0,2.0,22.2,998.7,50.0,311.0,1.1,mentougou,2017-06-14 16:00:00,27.0,100.0,104.0,0.5,2.0,2.0,24.7,997.7,35.0,277.0,1.3,miyun,2017-06-14 16:00:00,37.0,119.0,131.0,0.5,5.0,3.0,21.2,999.2,49.0,48.0,1.1,pingchang,2017-06-14 16:00:00,15.0,38.0,22.0,0.6,85.0,2.0,25.5,998.6,31.0,344.0,1.2,pinggu,2017-06-14 16:00:00,,,,,,,22.1,1004.1,49.0,51.0,1.0,shunyi,2017-06-14 16:00:00,39.0,98.0,93.0,0.7,34.0,3.0,25.4,1003.9,40.0,197.0,0.7,tongzhou,2017-06-14 16:00:00,44.0,120.0,92.0,0.6,64.0,3.0,24.8,1005.1,38.0,203.0,1.3
daxing,2017-06-14 17:00:00,,,,,,,25.9,1002.9,33.0,257.0,1.6,fangshan,2017-06-14 17:00:00,36.0,178.0,70.0,0.5,78.0,5.0,24.9,1001.8,34.0,233.0,1.8,huairou,2017-06-14 17:00:00,18.0,31.0,2.0,0.3,89.0,2.0,20.9,998.9,57.0,321.0,1.1,mentougou,2017-06-14 17:00:00,27.0,93.0,88.0,0.5,6.0,2.0,22.3,997.6,56.0,145.0,0.4,miyun,2017-06-14 17:00:00,35.0,141.0,115.0,0.5,5.0,3.0,20.5,999.4,50.0,63.0,0.7,pingchang,2017-06-14 17:00:00,18.0,30.0,22.0,0.6,86.0,2.0,24.1,998.6,34.0,356.0,1.5,pinggu,2017-06-14 17:00:00,,,,,,,21.9,1004.0,49.0,43.0,1.0,shunyi,2017-06-14 17:00:00,39.0,134.0,98.0,0.8,11.0,2.0,24.0,1003.9,45.0,10.0,0.7,tongzhou,2017-06-14 17:00:00,44.0,100.0,64.0,0.5,92.0,4.0,21.6,1005.0,49.0,225.0,0.7
daxing,2017-06-14 18:00:00,,,,,,,24.4,1002.6,38.0,260.0,1.2,fangshan,2017-06-14 18:00:00,34.0,160.0,65.0,0.5,72.0,4.0,23.4,1001.5,37.0,233.0,1.9,huairou,2017-06-14 18:00:00,17.0,35.0,2.0,0.3,82.0,2.0,20.8,998.6,53.0,312.0,1.7,mentougou,2017-06-14 18:00:00,32.0,86.0,91.0,0.5,2.0,3.0,20.8,997.4,59.0,265.0,1.5,miyun,2017-06-14 18:00:00,27.0,89.0,88.0,0.5,11.0,2.0,19.4,999.2,55.0,100.0,0.7,pingchang,2017-06-14 18:00:00,16.0,33.0,20.0,0.6,90.0,2.0,22.7,998.4,38.0,344.0,1.0,pinggu,2017-06-14 18:00:00,,,,,,,20.6,1003.7,51.0,54.0,1.0,shunyi,2017-06-14 18:00:00,39.0,55.0,109.0,0.8,2.0,3.0,23.0,1003.8,49.0,20.0,1.2,tongzhou,2017-06-14 18:00:00,57.0,111.0,59.0,0.6,96.0,6.0,22.0,1004.9,47.0,193.0,0.7
daxing,2017-06-14 19:00:00,,,,,,,21.7,1002.6,46.0,252.0,0.8,fangshan,2017-06-14 19:00:00,33.0,157.0,78.0,0.5,50.0,3.0,20.3,1001.4,54.0,342.0,1.3,huairou,2017-06-14 19:00:00,18.0,27.0,2.0,0.4,81.0,2.0,19.5,998.5,49.0,250.0,0.6,mentougou,2017-06-14 19:00:00,30.0,93.0,78.0,0.4,9.0,3.0,20.0,997.3,61.0,257.0,1.5,miyun,2017-06-14 19:00:00,27.0,94.0,69.0,0.5,25.0,2.0,19.7,999.0,55.0,82.0,1.1,pingchang,2017-06-14 19:00:00,18.0,37.0,32.0,0.6,78.0,2.0,21.4,998.5,44.0,360.0,1.3,pinggu,2017-06-14 19:00:00,,,,,,,19.0,1003.5,58.0,67.0,0.7,shunyi,2017-06-14 19:00:00,34.0,96.0,115.0,0.8,2.0,5.0,22.0,1003.8,52.0,15.0,1.3,tongzhou,2017-06-14 19:00:00,67.0,112.0,70.0,0.6,79.0,7.0,19.3,1004.7,70.0,999017.0,0.0
daxing,2017-06-14 20:00:00,,,,,,,18.6,1002.6,65.0,185.0,1.2,fangshan,2017-06-14 20:00:00,31.0,184.0,110.0,0.7,7.0,2.0,18.0,1001.5,68.0,999017.0,0.1,huairou,2017-06-14 20:00:00,16.0,31.0,2.0,0.4,80.0,2.0,18.9,998.5,58.0,7.0,0.7,mentougou,2017-06-14 20:00:00,22.0,70.0,60.0,0.4,40.0,2.0,21.2,997.4,43.0,287.0,2.5,miyun,2017-06-14 20:00:00,27.0,90.0,89.0,0.4,10.0,2.0,19.1,999.0,59.0,70.0,0.8,pingchang,2017-06-14 20:00:00,20.0,40.0,29.0,0.7,72.0,2.0,20.9,998.6,44.0,344.0,1.8,pinggu,2017-06-14 20:00:00,,,,,,,18.0,1003.4,64.0,337.0,0.8,shunyi,2017-06-14 20:00:00,31.0,82.0,112.0,0.8,2.0,4.0,21.4,1003.9,55.0,39.0,1.0,tongzhou,2017-06-14 20:00:00,75.0,125.0,93.0,0.6,50.0,7.0,17.5,1004.7,70.0,164.0,0.9
daxing,2017-06-14 21:00:00,,,,,,,17.9,1002.7,67.0,129.0,0.6,fangshan,2017-06-14 21:00:00,37.0,150.0,107.0,0.6,5.0,2.0,17.2,1001.6,73.0,354.0,1.3,huairou,2017-06-14 21:00:00,15.0,24.0,2.0,0.3,79.0,2.0,18.5,998.7,55.0,334.0,1.5,mentougou,2017-06-14 21:00:00,21.0,65.0,66.0,0.4,34.0,2.0,20.1,997.6,49.0,292.0,1.3,miyun,2017-06-14 21:00:00,26.0,86.0,91.0,0.4,6.0,2.0,18.8,999.3,63.0,91.0,0.8,pingchang,2017-06-14 21:00:00,22.0,51.0,67.0,0.9,31.0,3.0,20.5,998.7,45.0,346.0,2.0,pinggu,2017-06-14 21:00:00,,,,,,,17.5,1003.5,67.0,280.0,0.6,shunyi,2017-06-14 21:00:00,,,,,,,20.9,1003.9,53.0,33.0,1.3,tongzhou,2017-06-14 21:00:00,76.0,136.0,123.0,0.7,17.0,8.0,18.4,1004.8,67.0,198.0,1.0
daxing,2017-06-14 22:00:00,,,,,,,18.8,1002.9,75.0,147.0,0.6,fangshan,2017-06-14 22:00:00,32.0,90.0,94.0,0.5,12.0,2.0,19.0,1001.7,66.0,311.0,1.0,huairou,2017-06-14 22:00:00,18.0,43.0,6.0,0.4,72.0,2.0,18.9,998.7,64.0,999017.0,0.1,mentougou,2017-06-14 22:00:00,23.0,88.0,76.0,0.6,16.0,3.0,20.9,997.6,51.0,278.0,1.3,miyun,2017-06-14 22:00:00,25.0,83.0,78.0,0.4,13.0,2.0,19.3,999.3,65.0,76.0,0.6,pingchang,2017-06-14 22:00:00,25.0,66.0,68.0,0.9,27.0,3.0,21.4,998.7,46.0,312.0,0.5,pinggu,2017-06-14 22:00:00,,,,,,,19.0,1003.4,65.0,999017.0,0.0,shunyi,2017-06-14 22:00:00,,,,,,,22.2,1004.0,49.0,31.0,1.4,tongzhou,2017-06-14 22:00:00,77.0,181.0,133.0,0.9,5.0,9.0,20.0,1004.8,71.0,301.0,0.9
daxing,2017-06-14 23:00:00,,,,,,,24.0,1003.1,46.0,165.0,1.2,fangshan,2017-06-14 23:00:00,34.0,138.0,88.0,0.5,20.0,2.0,23.9,1001.9,48.0,204.0,0.4,huairou,2017-06-14 23:00:00,19.0,74.0,16.0,0.5,61.0,2.0,21.5,998.9,55.0,297.0,0.8,mentougou,2017-06-14 23:00:00,28.0,110.0,84.0,0.7,9.0,3.0,24.0,997.8,43.0,298.0,0.8,miyun,2017-06-14 23:00:00,28.0,84.0,83.0,0.5,18.0,5.0,22.7,999.5,52.0,97.0,1.5,pingchang,2017-06-14 23:00:00,25.0,139.0,59.0,1.0,31.0,3.0,24.6,998.6,46.0,320.0,0.7,pinggu,2017-06-14 23:00:00,,,,,,,22.9,1003.6,51.0,358.0,0.4,shunyi,2017-06-14 23:00:00,,,,,,,23.7,1004.1,45.0,19.0,1.4,tongzhou,2017-06-14 23:00:00,86.0,180.0,123.0,0.8,9.0,8.0,24.0,1005.1,48.0,229.0,1.5
daxing,2017-06-15 00:00:00,68.0,192.0,110.0,0.6,14.0,8.0,26.1,1003.4,40.0,202.0,1.5,fangshan,2017-06-15 00:00:00,43.0,191.0,94.0,0.8,19.0,2.0,25.4,1002.3,43.0,231.0,1.2,huairou,2017-06-15 00:00:00,27.0,68.0,34.0,0.6,64.0,2.0,27.2,998.8,34.0,120.0,1.4,mentougou,2017-06-15 00:00:00,27.0,104.0,74.0,0.6,40.0,3.0,27.1,998.0,32.0,167.0,1.1,miyun,2017-06-15 00:00:00,28.0,131.0,75.0,0.5,35.0,8.0,26.0,999.4,44.0,93.0,1.3,pingchang,2017-06-15 00:00:00,53.0,143.0,102.0,1.4,8.0,8.0,29.3,998.7,27.0,244.0,1.0,pinggu,2017-06-15 00:00:00,,,,,,,26.0,1003.6,43.0,999017.0,0.0,shunyi,2017-06-15 00:00:00,24.0,61.0,41.0,0.7,68.0,2.0,27.2,1004.1,35.0,13.0,1.7,tongzhou,2017-06-15 00:00:00,96.0,139.0,113.0,0.7,27.0,7.0,26.3,1005.1,41.0,216.0,0.8
daxing,2017-06-15 01:00:00,78.0,169.0,88.0,0.5,53.0,10.0,28.2,1003.2,34.0,266.0,1.3,fangshan,2017-06-15 01:00:00,36.0,171.0,109.0,0.8,31.0,3.0,28.7,1002.1,33.0,217.0,1.1,huairou,2017-06-15 01:00:00,19.0,78.0,25.0,0.5,104.0,2.0,30.4,998.5,28.0,136.0,1.1,mentougou,2017-06-15 01:00:00,26.0,113.0,64.0,0.5,70.0,3.0,29.6,997.8,28.0,108.0,2.0,miyun,2017-06-15 01:00:00,28.0,79.0,57.0,0.5,78.0,5.0,30.3,998.9,30.0,103.0,1.3,pingchang,2017-06-15 01:00:00,41.0,113.0,88.0,1.6,39.0,12.0,32.5,998.4,24.0,197.0,1.4,pinggu,2017-06-15 01:00:00,43.0,115.0,54.0,0.6,82.0,2.0,28.6,1003.2,33.0,248.0,1.1,shunyi,2017-06-15 01:00:00,38.0,63.0,34.0,0.7,101.0,2.0,29.9,1003.9,30.0,13.0,1.5,tongzhou,2017-06-15 01:00:00,96.0,99.0,96.0,0.7,61.0,4.0,28.3,1005.1,37.0,205.0,1.9
daxing,2017-06-15 02:00:00,60.0,87.0,70.0,0.4,101.0,8.0,31.4,1002.9,28.0,212.0,0.7,fangshan,2017-06-15 02:00:00,56.0,129.0,86.0,0.6,86.0,3.0,30.8,1001.8,28.0,196.0,1.2,huairou,2017-06-15 02:00:00,24.0,82.0,15.0,0.6,142.0,2.0,33.2,998.1,22.0,107.0,1.3,mentougou,2017-06-15 02:00:00,26.0,99.0,63.0,0.5,107.0,3.0,30.9,997.5,24.0,190.0,2.8,miyun,2017-06-15 02:00:00,23.0,66.0,44.0,0.4,137.0,4.0,32.9,998.4,24.0,194.0,0.9,pingchang,2017-06-15 02:00:00,30.0,140.0,83.0,0.9,54.0,7.0,33.4,998.2,25.0,142.0,1.6,pinggu,2017-06-15 02:00:00,40.0,92.0,36.0,0.5,156.0,2.0,31.4,1002.9,31.0,229.0,2.4,shunyi,2017-06-15 02:00:00,23.0,64.0,36.0,0.7,141.0,2.0,32.6,1003.5,25.0,195.0,1.1,tongzhou,2017-06-15 02:00:00,113.0,141.0,120.0,0.8,75.0,6.0,31.0,1004.7,31.0,236.0,1.4
daxing,2017-06-15 03:00:00,45.0,117.0,60.0,0.3,149.0,6.0,32.6,1002.6,24.0,187.0,2.5,fangshan,2017-06-15 03:00:00,43.0,86.0,40.0,0.5,162.0,2.0,32.0,1001.6,26.0,214.0,2.6,huairou,2017-06-15 03:00:00,22.0,74.0,16.0,0.8,167.0,2.0,35.4,997.6,19.0,206.0,1.9,mentougou,2017-06-15 03:00:00,26.0,89.0,38.0,0.5,231.0,3.0,32.8,997.4,23.0,141.0,3.1,miyun,2017-06-15 03:00:00,29.0,63.0,35.0,0.4,183.0,3.0,35.1,997.8,20.0,217.0,1.2,pingchang,2017-06-15 03:00:00,34.0,116.0,81.0,,84.0,6.0,35.0,997.7,24.0,163.0,2.0,pinggu,2017-06-15 03:00:00,69.0,108.0,36.0,0.5,240.0,3.0,33.1,1002.6,30.0,235.0,2.8,shunyi,2017-06-15 03:00:00,33.0,52.0,33.0,0.6,184.0,2.0,34.1,1003.1,22.0,219.0,2.2,tongzhou,2017-06-15 03:00:00,105.0,124.0,112.0,0.8,108.0,6.0,32.2,1004.4,28.0,213.0,2.3
daxing,2017-06-15 04:00:00,,86.0,28.0,0.2,209.0,4.0,33.9,1002.1,24.0,192.0,2.8,fangshan,2017-06-15 04:00:00,20.0,86.0,26.0,0.4,197.0,2.0,34.0,1001.1,23.0,199.0,3.1,huairou,2017-06-15 04:00:00,22.0,64.0,13.0,0.8,204.0,2.0,37.1,997.0,19.0,211.0,2.6,mentougou,2017-06-15 04:00:00,26.0,92.0,39.0,0.4,197.0,3.0,34.1,996.8,20.0,154.0,3.6,miyun,2017-06-15 04:00:00,18.0,41.0,27.0,0.3,201.0,2.0,37.4,997.3,17.0,258.0,1.9,pingchang,2017-06-15 04:00:00,31.0,92.0,56.0,0.5,150.0,6.0,37.1,997.1,18.0,183.0,2.3,pinggu,2017-06-15 04:00:00,57.0,85.0,29.0,0.5,282.0,3.0,36.1,1002.1,21.0,218.0,2.8,shunyi,2017-06-15 04:00:00,34.0,52.0,56.0,0.7,197.0,4.0,35.9,1002.6,20.0,217.0,2.5,tongzhou,2017-06-15 04:00:00,111.0,,95.0,0.7,143.0,7.0,34.4,1004.0,23.0,229.0,2.0
daxing,2017-06-15 05:00:00,,114.0,26.0,0.3,265.0,6.0,35.2,1001.5,23.0,252.0,2.5,fangshan,2017-06-15 05:00:00,31.0,94.0,27.0,0.4,244.0,3.0,35.4,1000.3,20.0,211.0,3.2,huairou,2017-06-15 05:00:00,19.0,56.0,8.0,0.6,219.0,2.0,37.9,996.3,18.0,186.0,3.1,mentougou,2017-06-15 05:00:00,25.0,96.0,30.0,0.3,234.0,3.0,36.0,996.0,16.0,175.0,3.7,miyun,2017-06-15 05:00:00,25.0,49.0,16.0,0.2,217.0,2.0,38.1,996.6,15.0,228.0,3.1,pingchang,2017-06-15 05:00:00,24.0,,26.0,0.4,195.0,2.0,37.1,996.5,17.0,163.0,3.2,pinggu,2017-06-15 05:00:00,33.0,50.0,17.0,0.3,263.0,2.0,37.7,1001.4,15.0,216.0,2.6,shunyi,2017-06-15 05:00:00,,,,,,,37.7,1001.9,16.0,205.0,2.8,tongzhou,2017-06-15 05:00:00,115.0,,52.0,0.6,208.0,5.0,35.8,1003.3,22.0,248.0,1.9
daxing,2017-06-15 06:00:00,,50.0,19.0,0.2,271.0,5.0,36.8,1000.8,19.0,209.0,3.5,fangshan,2017-06-15 06:00:00,25.0,36.0,18.0,0.3,250.0,2.0,36.9,999.6,15.0,200.0,3.5,huairou,2017-06-15 06:00:00,19.0,48.0,16.0,0.5,215.0,2.0,38.9,995.7,15.0,198.0,4.6,mentougou,2017-06-15 06:00:00,30.0,86.0,20.0,0.2,243.0,3.0,36.9,995.4,16.0,180.0,4.7,miyun,2017-06-15 06:00:00,17.0,47.0,23.0,0.2,244.0,2.0,39.2,996.2,13.0,224.0,2.7,pingchang,2017-06-15 06:00:00,17.0,52.0,24.0,0.3,202.0,2.0,37.8,995.8,16.0,145.0,3.1,pinggu,2017-06-15 06:00:00,28.0,47.0,19.0,0.3,262.0,2.0,38.2,1000.9,15.0,202.0,4.0,shunyi,2017-06-15 06:00:00,24.0,41.0,50.0,0.7,230.0,3.0,38.1,1001.4,16.0,220.0,2.8,tongzhou,2017-06-15 06:00:00,,44.0,23.0,0.5,241.0,3.0,36.8,1002.7,20.0,224.0,3.3
daxing,2017-06-15 07:00:00,37.0,43.0,16.0,0.2,242.0,3.0,38.2,1000.1,15.0,239.0,3.2,fangshan,2017-06-15 07:00:00,22.0,60.0,16.0,0.3,226.0,2.0,38.2,998.8,13.0,219.0,3.9,huairou,2017-06-15 07:00:00,31.0,42.0,18.0,0.6,237.0,2.0,39.2,995.1,14.0,208.0,4.5,mentougou,2017-06-15 07:00:00,33.0,112.0,24.0,0.2,268.0,4.0,37.9,994.6,14.0,172.0,4.1,miyun,2017-06-15 07:00:00,16.0,29.0,26.0,0.2,240.0,2.0,39.1,995.5,13.0,212.0,3.1,pingchang,2017-06-15 07:00:00,28.0,70.0,21.0,0.3,245.0,2.0,38.4,995.1,17.0,132.0,2.3,pinggu,2017-06-15 07:00:00,27.0,49.0,29.0,0.3,264.0,2.0,39.0,1000.2,14.0,232.0,2.6,shunyi,2017-06-15 07:00:00,36.0,55.0,36.0,0.6,260.0,3.0,38.5,1000.7,16.0,221.0,2.8,tongzhou,2017-06-15 07:00:00,,80.0,21.0,0.5,257.0,4.0,37.7,1002.0,19.0,200.0,2.9
daxing,2017-06-15 08:00:00,31.0,32.0,15.0,0.1,199.0,2.0,38.2,999.7,14.0,225.0,3.5,fangshan,2017-06-15 08:00:00,32.0,75.0,16.0,0.3,205.0,2.0,38.2,998.4,13.0,234.0,4.8,huairou,2017-06-15 08:00:00,22.0,48.0,14.0,0.4,214.0,2.0,39.3,994.6,14.0,209.0,3.6,mentougou,2017-06-15 08:00:00,28.0,106.0,25.0,0.1,233.0,4.0,38.4,994.0,14.0,178.0,5.2,miyun,2017-06-15 08:00:00,6.0,61.0,26.0,0.2,240.0,2.0,39.2,995.0,13.0,210.0,2.6,pingchang,2017-06-15 08:00:00,36.0,85.0,23.0,0.4,274.0,2.0,39.2,994.5,16.0,167.0,2.7,pinggu,2017-06-15 08:00:00,35.0,65.0,26.0,0.3,280.0,2.0,38.7,999.9,16.0,210.0,3.8,shunyi,2017-06-15 08:00:00,52.0,,26.0,0.5,268.0,2.0,39.0,1000.1,14.0,218.0,4.1,tongzhou,2017-06-15 08:00:00,,,19.0,0.4,237.0,3.0,38.0,1001.6,16.0,213.0,3.3
daxing,2017-06-15 09:00:00,30.0,103.0,23.0,0.1,242.0,3.0,37.9,999.1,15.0,207.0,3.7,fangshan,2017-06-15 09:00:00,30.0,117.0,17.0,0.3,229.0,2.0,37.7,997.7,14.0,206.0,5.1,huairou,2017-06-15 09:00:00,21.0,54.0,16.0,0.3,219.0,2.0,38.8,994.0,14.0,204.0,4.1,mentougou,2017-06-15 09:00:00,31.0,122.0,28.0,0.1,222.0,4.0,37.9,993.4,15.0,180.0,4.9,miyun,2017-06-15 09:00:00,21.0,60.0,25.0,0.2,232.0,2.0,38.7,994.5,13.0,227.0,3.4,pingchang,2017-06-15 09:00:00,24.0,45.0,21.0,0.3,207.0,2.0,38.8,993.8,13.0,175.0,3.9,pinggu,2017-06-15 09:00:00,,,,,,,38.4,999.3,15.0,203.0,4.2,shunyi,2017-06-15 09:00:00,20.0,31.0,24.0,0.5,225.0,2.0,38.5,999.5,13.0,220.0,4.6,tongzhou,2017-06-15 09:00:00,,,21.0,0.4,218.0,3.0,37.7,1001.0,16.0,192.0,4.2
daxing,2017-06-15 10:00:00,30.0,123.0,30.0,0.2,246.0,4.0,36.9,999.0,16.0,206.0,3.3,fangshan,2017-06-15 10:00:00,36.0,175.0,22.0,0.4,266.0,2.0,36.5,997.7,16.0,213.0,3.9,huairou,2017-06-15 10:00:00,31.0,43.0,18.0,0.3,183.0,,37.7,994.2,15.0,218.0,2.7,mentougou,2017-06-15 10:00:00,39.0,151.0,32.0,0.1,256.0,5.0,36.8,993.5,17.0,186.0,4.8,miyun,2017-06-15 10:00:00,27.0,71.0,27.0,0.2,223.0,2.0,38.2,994.6,13.0,224.0,2.6,pingchang,2017-06-15 10:00:00,23.0,58.0,23.0,0.3,174.0,2.0,37.9,993.8,15.0,169.0,3.1,pinggu,2017-06-15 10:00:00,,79.0,28.0,0.3,266.0,3.0,37.6,999.3,16.0,189.0,3.1,shunyi,2017-06-15 10:00:00,28.0,49.0,27.0,0.5,195.0,2.0,37.8,999.5,14.0,231.0,3.8,tongzhou,2017-06-15 10:00:00,,100.0,27.0,0.4,230.0,4.0,36.8,1000.8,18.0,192.0,3.7
daxing,2017-06-15 11:00:00,39.0,141.0,41.0,0.2,211.0,8.0,35.2,999.3,21.0,203.0,3.0,fangshan,2017-06-15 11:00:00,34.0,135.0,32.0,0.4,218.0,2.0,34.7,998.2,18.0,215.0,3.5,huairou,2017-06-15 11:00:00,29.0,94.0,24.0,,188.0,2.0,35.8,994.5,18.0,235.0,1.7,mentougou,2017-06-15 11:00:00,49.0,165.0,34.0,0.1,276.0,6.0,35.2,993.9,19.0,194.0,3.1,miyun,2017-06-15 11:00:00,28.0,69.0,27.0,0.2,205.0,2.0,36.1,995.0,15.0,219.0,2.3,pingchang,2017-06-15 11:00:00,38.0,121.0,33.0,0.4,196.0,3.0,36.2,994.3,18.0,173.0,3.1,pinggu,2017-06-15 11:00:00,25.0,92.0,29.0,0.3,240.0,3.0,36.0,999.7,19.0,204.0,1.5,shunyi,2017-06-15 11:00:00,35.0,86.0,38.0,0.5,223.0,3.0,36.5,999.9,17.0,213.0,3.4,tongzhou,2017-06-15 11:00:00,91.0,128.0,31.0,0.5,231.0,7.0,34.9,1001.2,23.0,193.0,2.3
daxing,2017-06-15 12:00:00,58.0,200.0,49.0,0.4,194.0,12.0,33.2,999.8,24.0,203.0,2.4,fangshan,2017-06-15 12:00:00,41.0,114.0,41.0,0.5,165.0,2.0,32.0,998.7,21.0,213.0,2.4,huairou,2017-06-15 12:00:00,35.0,155.0,,0.3,202.0,3.0,33.2,995.1,22.0,35.0,0.7,mentougou,2017-06-15 12:00:00,52.0,145.0,45.0,0.1,229.0,6.0,32.8,994.5,21.0,225.0,2.8,miyun,2017-06-15 12:00:00,27.0,93.0,33.0,0.3,206.0,2.0,34.1,995.5,19.0,223.0,1.8,pingchang,2017-06-15 12:00:00,46.0,137.0,41.0,0.5,210.0,4.0,34.1,994.8,22.0,171.0,1.9,pinggu,2017-06-15 12:00:00,45.0,113.0,31.0,0.4,215.0,4.0,30.4,1000.3,31.0,192.0,0.4,shunyi,2017-06-15 12:00:00,44.0,109.0,55.0,0.6,203.0,5.0,34.8,1000.4,19.0,215.0,2.5,tongzhou,2017-06-15 12:00:00,90.0,170.0,49.0,0.6,193.0,11.0,31.5,1001.7,29.0,192.0,1.7
